modelname,language,task,granularity,seed,f1,accuracy,mae,r2,f1_EN,accuracy_EN,mae_EN,r2_EN,f1_NL,accuracy_NL,mae_NL,r2_NL,f1_IT,accuracy_IT,mae_IT,r2_IT
twitter-roberta-base,EN-NL,ordinal,7,666,0.7091334236391549,0.7131820376629647,1.7445678416224046,0.1126351657611598,0.7415811874170339,0.744258872651357,1.5605427974947808,0.1888148529142861,0.6809111303237326,0.6864330637915543,1.9029649595687328,0.0479318602554019,,,,
mdeberta-v3-base,EN-NL,ordinal,7,666,0.7655822924199951,0.7711250603573153,1.4316755190729116,0.2291206287242365,0.7580539419961584,0.7693110647181628,1.4102296450939458,0.2160348488294842,0.7708173022350229,0.7726864330637916,1.4501347708894878,0.2397775409041449,,,,
xlm-roberta-base,EN-NL,ordinal,7,666,0.7314096283171697,0.7382906808305166,1.6658619024625785,0.1228778530217062,0.7109805346058744,0.7265135699373695,1.6544885177453028,0.087837448712745,0.7465694771584703,0.7484276729559748,1.6756513926325247,0.1520025866304922,,,,
bert-base-multilingual-cased,EN-NL,ordinal,7,666,0.7167144862399389,0.7204249154997586,1.736842105263158,0.0807690276172377,0.6984258757197473,0.7098121085594989,1.7160751565762005,0.0481782073524296,0.7300679200317182,0.7295597484276729,1.7547169811320755,0.1078064774462902,,,,
twitter-xlm-roberta-base,EN-NL,ordinal,7,666,0.7404526422915642,0.7402221149203283,1.644133268952197,0.1600326989668256,0.7359257055384584,0.7379958246346555,1.6263048016701462,0.1435945371196829,0.743884363251797,0.7421383647798742,1.6594788858939802,0.1734833771278419,,,,
robbert-2023-dutch-base,EN-NL,ordinal,7,666,0.725708461988042,0.7387735393529696,1.6306132303235152,0.1852042702737892,0.6943687788204467,0.7150313152400835,1.6764091858037578,0.1187160462294482,0.7511092836331161,0.7592093441150045,1.5911949685534592,0.2408886162746975,,,,
bert-base-dutch-cased,EN-NL,ordinal,7,666,0.6865507910389376,0.6948334138097537,1.7947851279575084,0.0774217441987584,0.6483144294231598,0.6670146137787056,1.8872651356993737,-0.0276280178307564,0.7163060246581348,0.7187780772686433,1.7151841868823,0.1655823967150236,,,,
deberta-v3-base,EN-NL,ordinal,7,666,0.7520877174809377,0.7508450024142926,1.521970062771608,0.1985264582793365,0.773044493964666,0.7724425887265136,1.3924843423799582,0.2442792531931037,0.7341078648440509,0.7322551662174304,1.633423180592992,0.1595332085864595,,,,
dodrio,EN-NL,ordinal,7,666,0.7128061020818497,0.7141477547078706,1.789956542732979,0.0775556355354977,0.6944983062121141,0.7025052192066806,1.7766179540709812,0.057836915580403,0.72619757733484,0.7241689128481581,1.8014375561545373,0.0937328560859577,,,,
deberta-v3-base,EN-NL,ordinal,7,420,0.757028935867272,0.7629164654756156,1.491067117334621,0.1882168253504206,0.7759654245555504,0.7818371607515657,1.3653444676409183,0.2311082874276853,0.7407958752278803,0.7466307277628033,1.5992812219227313,0.1516322281736414,,,,
roberta-base,EN-NL,ordinal,7,420,0.7101291410123005,0.7262192177691936,1.6827619507484306,0.1589615682729122,0.7443064128688184,0.7515657620041754,1.511482254697286,0.2281814061464812,0.6768315798626205,0.7044025157232704,1.830188679245283,0.1001524026713726,,,,
bert-base-cased,EN-NL,ordinal,7,420,0.7020364803456351,0.705939159826171,1.7841622404635442,0.0859907897500653,0.7104491059021867,0.7181628392484343,1.6993736951983298,0.07715433203635,0.6943597309605128,0.6954177897574124,1.8571428571428568,0.092992139172256,,,,
bertweet-base,EN-NL,ordinal,7,420,0.7207534668141903,0.7397392563978754,1.600676001931434,0.1640494390690006,0.7782409053198107,0.7870563674321504,1.361169102296451,0.2732553778770241,0.666290233836455,0.6990116801437556,1.806828391734052,0.0715113486749063,,,,
twitter-roberta-base,EN-NL,ordinal,7,420,0.7258833082788226,0.7334620956059874,1.6325446644133268,0.1519992187624754,0.758162362412082,0.7651356993736952,1.4384133611691023,0.1974491526938382,0.6981713170608236,0.706199460916442,1.7996406109613656,0.1132384014801027,,,,
mdeberta-v3-base,EN-NL,ordinal,7,420,0.7657779273399813,0.766779333655239,1.4789956542732978,0.2447859151227193,0.771782363009755,0.7755741127348643,1.4060542797494782,0.2751578507098068,0.7601655536709311,0.7592093441150045,1.54177897574124,0.2187905616825964,,,,
xlm-roberta-base,EN-NL,ordinal,7,420,0.7336697719669624,0.736359246740705,1.6764847899565427,0.1618402320128044,0.7252172070746039,0.732776617954071,1.6325678496868476,0.1514971165789339,0.7397737447660563,0.7394429469901168,1.7142857142857142,0.1701501510161841,,,,
bert-base-multilingual-cased,EN-NL,ordinal,7,420,0.7230996019333095,0.7271849348140995,1.6957991308546596,0.1398820527875807,0.7054653107020743,0.7150313152400835,1.7056367432150312,0.0792031489331929,0.7369260047004275,0.7376460017969452,1.6873315363881405,0.1906433189619314,,,,
twitter-xlm-roberta-base,EN-NL,ordinal,7,420,0.7404743322908689,0.7445678416224046,1.5504587155963303,0.1814553128450925,0.7288002507777716,0.7359081419624217,1.5438413361169103,0.1413993761587798,0.750052146218257,0.7520215633423181,1.5561545372866128,0.2148400714761873,,,,
robbert-2023-dutch-base,EN-NL,ordinal,7,420,0.7280426318893479,0.736359246740705,1.6610333172380491,0.1835306285645497,0.7028676017913252,0.7181628392484343,1.6711899791231732,0.1238380884715553,0.7480753847491523,0.7520215633423181,1.6522911051212938,0.2334814471376803,,,,
bert-base-dutch-cased,EN-NL,ordinal,7,420,0.6825852252356629,0.6962819893771125,1.8367938194109128,0.0788276032345197,0.6495876475120872,0.673277661795407,1.8924843423799584,-0.0125545792325552,0.7086650657690893,0.7160826594788859,1.788858939802336,0.1554592655611002,,,,
deberta-v3-base,EN-NL,ordinal,7,420,0.757028935867272,0.7629164654756156,1.491067117334621,0.1882168253504206,0.7759654245555504,0.7818371607515657,1.3653444676409183,0.2311082874276853,0.7407958752278803,0.7466307277628033,1.5992812219227313,0.1516322281736414,,,,
dodrio,EN-NL,ordinal,7,420,0.7019875266232941,0.7098020280057943,1.761467889908257,0.0857899527449566,0.6758814688173191,0.6951983298538622,1.7755741127348643,0.0413000363415999,0.7208436193432872,0.7223719676549866,1.7493261455525606,0.1228677213582249,,,,
deberta-v3-base,EN-NL,ordinal,7,13,0.7457562374471819,0.7513278609367455,1.5432158377595364,0.2153967667084717,0.7598437581331349,0.7651356993736952,1.4363256784968683,0.2404743075275384,0.7336383713711727,0.7394429469901168,1.6352201257861636,0.1938530922546388,,,,
roberta-base,EN-NL,ordinal,7,13,0.7141071934137025,0.7126991791405118,1.7812650893288269,0.1336561056292093,0.7505496897706626,0.7515657620041754,1.5605427974947808,0.2265716214418189,0.6825390577438479,0.6792452830188679,1.9712488769092544,0.0548452181166179,,,,
bert-base-cased,EN-NL,ordinal,7,13,0.7018442861236259,0.7170449058425882,1.7281506518590053,0.0774217441987584,0.7143698002736054,0.7233820459290188,1.6847599164926932,0.0818373420862765,0.689509257859318,0.7115902964959568,1.7654986522911051,0.0732396881402104,,,,
